,id,fecha,hora,valor,estacion_id,estacion_nombre
0,106PP18102411,2018-10-24,11,0.0,106,Miravalle
1,106PP18102412,2018-10-24,12,0.0,106,Miravalle
2,106PP18102413,2018-10-24,13,0.0,106,Miravalle
3,106PP18102414,2018-10-24,14,0.0,106,Miravalle
4,106PP18102415,2018-10-24,15,0.0,106,Miravalle
5,106PP18102416,2018-10-24,16,0.0,106,Miravalle
6,106PP18102417,2018-10-24,17,0.0,106,Miravalle
7,106PP18102418,2018-10-24,18,0.0,106,Miravalle
8,106PP18102419,2018-10-24,19,0.0,106,Miravalle
9,106PP18102420,2018-10-24,20,0.0,106,Miravalle
10,106PP18102421,2018-10-24,21,0.0,106,Miravalle
11,106PP18102422,2018-10-24,22,0.0,106,Miravalle
12,106PP18102423,2018-10-24,23,0.0,106,Miravalle
13,106PP18102500,2018-10-25,0,0.0,106,Miravalle
14,106PP18102501,2018-10-25,1,0.0,106,Miravalle
15,106PP18102502,2018-10-25,2,0.0,106,Miravalle
16,106PP18102503,2018-10-25,3,0.0,106,Miravalle
17,106PP18102504,2018-10-25,4,0.0,106,Miravalle
18,106PP18102505,2018-10-25,5,0.0,106,Miravalle
19,106PP18102506,2018-10-25,6,0.0,106,Miravalle
20,106PP18102507,2018-10-25,7,0.0,106,Miravalle
21,106PP18102508,2018-10-25,8,0.0,106,Miravalle
22,106PP18102509,2018-10-25,9,0.0,106,Miravalle
23,106PP18102510,2018-10-25,10,0.0,106,Miravalle
24,106PP18102511,2018-10-25,11,0.0,106,Miravalle
25,106PP18102512,2018-10-25,12,0.0,106,Miravalle
26,106PP18102513,2018-10-25,13,0.0,106,Miravalle
27,106PP18102514,2018-10-25,14,0.0,106,Miravalle
28,106PP18102515,2018-10-25,15,0.0,106,Miravalle
29,106PP18102516,2018-10-25,16,0.0,106,Miravalle
30,106PP18102517,2018-10-25,17,0.0,106,Miravalle
31,106PP18102518,2018-10-25,18,0.0,106,Miravalle
32,106PP18102519,2018-10-25,19,0.0,106,Miravalle
33,106PP18102520,2018-10-25,20,0.0,106,Miravalle
34,106PP18102521,2018-10-25,21,0.0,106,Miravalle
35,106PP18102522,2018-10-25,22,0.0,106,Miravalle
36,106PP18102523,2018-10-25,23,0.0,106,Miravalle
37,106PP18102600,2018-10-26,0,0.0,106,Miravalle
38,106PP18102601,2018-10-26,1,0.0,106,Miravalle
39,106PP18102602,2018-10-26,2,0.0,106,Miravalle
40,106PP18102603,2018-10-26,3,0.0,106,Miravalle
41,106PP18102604,2018-10-26,4,0.0,106,Miravalle
42,106PP18102605,2018-10-26,5,0.0,106,Miravalle
43,106PP18102606,2018-10-26,6,0.0,106,Miravalle
44,106PP18102607,2018-10-26,7,0.0,106,Miravalle
45,106PP18102608,2018-10-26,8,0.0,106,Miravalle
46,106PP18102609,2018-10-26,9,0.0,106,Miravalle
47,106PP18102610,2018-10-26,10,0.0,106,Miravalle
48,106PP18102611,2018-10-26,11,0.0,106,Miravalle
49,106PP18102612,2018-10-26,12,0.0,106,Miravalle
50,106PP18102613,2018-10-26,13,0.0,106,Miravalle
51,106PP18102614,2018-10-26,14,0.0,106,Miravalle
52,106PP18102615,2018-10-26,15,0.0,106,Miravalle
53,106PP18102616,2018-10-26,16,0.0,106,Miravalle
54,106PP18102617,2018-10-26,17,0.0,106,Miravalle
55,106PP18102618,2018-10-26,18,0.0,106,Miravalle
56,106PP18102619,2018-10-26,19,0.0,106,Miravalle
57,106PP18102620,2018-10-26,20,0.0,106,Miravalle
58,106PP18102621,2018-10-26,21,0.0,106,Miravalle
59,106PP18102622,2018-10-26,22,0.0,106,Miravalle
60,106PP18102623,2018-10-26,23,0.0,106,Miravalle
61,106PP18102700,2018-10-27,0,0.0,106,Miravalle
62,106PP18102701,2018-10-27,1,0.0,106,Miravalle
63,106PP18102702,2018-10-27,2,0.0,106,Miravalle
64,106PP18102703,2018-10-27,3,0.0,106,Miravalle
65,106PP18102704,2018-10-27,4,0.0,106,Miravalle
66,106PP18102705,2018-10-27,5,0.0,106,Miravalle
67,106PP18102706,2018-10-27,6,0.0,106,Miravalle
68,106PP18102707,2018-10-27,7,0.0,106,Miravalle
69,106PP18102708,2018-10-27,8,0.0,106,Miravalle
70,106PP18102709,2018-10-27,9,0.0,106,Miravalle
71,106PP18102710,2018-10-27,10,0.0,106,Miravalle
72,106PP18102711,2018-10-27,11,0.0,106,Miravalle
73,106PP18102712,2018-10-27,12,0.0,106,Miravalle
74,106PP18102713,2018-10-27,13,0.0,106,Miravalle
75,106PP18102714,2018-10-27,14,0.0,106,Miravalle
76,106PP18102715,2018-10-27,15,0.0,106,Miravalle
77,106PP18102716,2018-10-27,16,0.0,106,Miravalle
78,106PP18102717,2018-10-27,17,0.0,106,Miravalle
