,id,fecha,hora,valor,estacion_id,estacion_nombre
0,104PP16072800,2016-07-28,0,0.0,104,Las Pintas
1,104PP16072801,2016-07-28,1,0.0,104,Las Pintas
2,104PP16072802,2016-07-28,2,0.0,104,Las Pintas
3,104PP16072803,2016-07-28,3,0.0,104,Las Pintas
4,104PP16072804,2016-07-28,4,0.0,104,Las Pintas
5,104PP16072805,2016-07-28,5,0.0,104,Las Pintas
6,104PP16072806,2016-07-28,6,0.0,104,Las Pintas
7,104PP16072807,2016-07-28,7,0.0,104,Las Pintas
8,104PP16072808,2016-07-28,8,0.0,104,Las Pintas
9,104PP16072809,2016-07-28,9,0.0,104,Las Pintas
10,104PP16072810,2016-07-28,10,0.0,104,Las Pintas
11,104PP16072811,2016-07-28,11,0.0,104,Las Pintas
12,104PP16072812,2016-07-28,12,0.0,104,Las Pintas
13,104PP16072813,2016-07-28,13,0.0,104,Las Pintas
14,104PP16072814,2016-07-28,14,0.0,104,Las Pintas
15,104PP16072815,2016-07-28,15,0.0,104,Las Pintas
16,104PP16072816,2016-07-28,16,0.0,104,Las Pintas
17,104PP16072817,2016-07-28,17,0.0,104,Las Pintas
18,104PP16072818,2016-07-28,18,0.0,104,Las Pintas
19,104PP16072819,2016-07-28,19,0.0,104,Las Pintas
20,104PP16072820,2016-07-28,20,0.0,104,Las Pintas
21,104PP16072821,2016-07-28,21,0.0,104,Las Pintas
22,104PP16072822,2016-07-28,22,0.0,104,Las Pintas
23,104PP16072823,2016-07-28,23,0.0,104,Las Pintas
24,104PP16072900,2016-07-29,0,0.0,104,Las Pintas
25,104PP16072901,2016-07-29,1,0.0,104,Las Pintas
26,104PP16072902,2016-07-29,2,0.0,104,Las Pintas
27,104PP16072903,2016-07-29,3,0.0,104,Las Pintas
28,104PP16072904,2016-07-29,4,0.0,104,Las Pintas
29,104PP16072905,2016-07-29,5,0.0,104,Las Pintas
30,104PP16072906,2016-07-29,6,0.0,104,Las Pintas
31,104PP16072907,2016-07-29,7,0.0,104,Las Pintas
32,104PP16072908,2016-07-29,8,0.0,104,Las Pintas
33,104PP16072909,2016-07-29,9,0.0,104,Las Pintas
34,104PP16072910,2016-07-29,10,0.0,104,Las Pintas
35,104PP16072911,2016-07-29,11,0.0,104,Las Pintas
36,104PP16072912,2016-07-29,12,0.0,104,Las Pintas
